Date,Text_clean,Sentiment
2020-12-31,   SepticEye Ash  Husband this lud is adorable omg,positive
2020-12-31,Ash Yesss,positive
2020-12-31,Ash Have a good day,positive
2020-12-31,Ash Happy New Year Mum,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,   Ash idk man looks like ur really do care  anyways they do and thats it from me for this conversation happy new year buddy,positive
2020-12-31,Medoofa Ash Shes Australian Not New Years yet in the UK,neutral
2020-12-31,Ash me cries in Germany,negative
2020-12-31,Ash Literally so sweet ash,positive
2020-12-31,Ash A new day to a new year ,positive
2020-12-31,Ash Happy new year ash ,positive
2020-12-31,Ash me still in 2020 D ,positive
2020-12-31,Ash AGANE ,negative
2020-12-31, Ash i this is a masterpiece m8 ,positive
2020-12-31,   SepticEye Ash  Husband Oh my goshhh your art I love it so much  it looks like this could be an anime I would definitely watch ,positive
2020-12-31,Ash greetings from those still trapped in 2020 lt,negative
2020-12-31,Ash Xqc getting you a gift to say sorry,negative
2020-12-31,Ash Is 2021 better  Being in 2020 still feels pretty ,positive
2020-12-31,Ash Wait are you like UK Ash ,positive
2020-12-31,Ash Happy new year ash ,positive
2020-12-31,Ash ,negative
2020-12-31,Ash Happy new year ,positive
2020-12-31,Ash Yeaaaa,positive
2020-12-31,Ash ,negative
2020-12-31,Ash Hope everyone is having a good day,positive
2020-12-31,Ash Happy new years Ash I love your content,positive
2020-12-31,Ash Must feel good to be in 2021,positive
2020-12-31,Ash i love you ash have a great year ,positive
2020-12-31,Ash i hope you have a great day ash D,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash hope u have a great day ash lt3,positive
2020-12-31,Ash much love ash hope youre doing well lt33,positive
2020-12-31,Ash Hope you have a good day Ash ,positive
2020-12-31,Ash I hope youre doing good now ,positive
2020-12-31,Ash I hope you are doing fine Ash ,positive
2020-12-31,Ash hey ash i hope youre feeling better lt3,positive
2020-12-31,Ash Hope you have a great day Ash ,positive
2020-12-31,Ash D ,negative
2020-12-31,Ash You are the best Ashhappy new year ,positive
2020-12-31,Ash love you Ash,positive
2020-12-31,Ash happy new year ash ,positive
2020-12-31,Ash ,negative
2020-12-31,Ash No u,negative
2020-12-31,Ash ,negative
2020-12-31,Its a new day guys Lets start fresh ,positive
2020-12-31,Ash Its all good,positive
2020-12-31,Ash Get well soon girlyyy lt3,positive
2020-12-31,Ash Whats the future like,negative
2020-12-31,    I wonder if Ash thought this was roleplay,negative
2020-12-31,   SepticEye Ash  Husband This is so cute D they are all so great omg  Ash and ludwig are especially cute D,positive
2020-12-31,   Ash Well he certainly makes enough to be paying his mods Even someone whos up and coming like CodeMiko do it,positive
2020-12-31, Ash Team rocket is better ,positive
2020-12-31, Ash   nah just her accent was really hard to understand,negative
2020-12-31,  Ash Its not XQC fans its literally rust viewers they are a toxic ass community lol,negative
2020-12-31, Ash omg thats so kyut,positive
2020-12-31,Ash Happy New Year Ash I only found you a few months ago but Im very glad I did You always bring a smile to my face and youre an inspiration Heres to a good year for you Cheers ,positive
2020-12-31,Ash I love it,positive
2020-12-31,Ash HAPPPY NEW YEARS ASH 2021 HERE WE COME ,positive
2020-12-31,Rose Above Previous Days High today PAHC SPYV IMBI FMBIO IJS ISBC ASH NOBL STE RDN PFGC XAR XSLV OMCL JJSF WHLRP MD PRMW ARR HOMB  ,positive
2020-12-31,Ash ,negative
2020-12-31,Ash Happy New year Say hello to 2021 for me since Im stuck in 2020 for another 12 hours ,positive
2020-12-31,Ash Happy New Year Wish you great blessing and abundance,positive
2020-12-31,Ash ASH WHY ARE YOU SO FRIGGIN CUTE I WANNA SQUISH YER CHEEKS AKYDISHFISIWOJFJE,negative
2020-12-31,Ash This is my favorite team,positive
2020-12-31,Ash Happy new years Ash Hope you have a good one this year,positive
2020-12-31,Ash Happy New Year Ash So glad to have discovered your stream this year Hope 2021 is even better for you ,positive
2020-12-31,   Ash I dont give a fuck abt whatever any of them do Dont overthink shit Its just how I see thingsAnd no Nickmercs and Asmon have never had a cancer community with an average age of 12 in their career And people like Ninja and Tfue who did they turned their backs on them,neutral
2020-12-31,  Delirious had your back Ash,positive
2020-12-31, SepticEye   Ash  Husband Ok tho where did corpse even show up from Its like overnight he just popped up on some of the most popular gamers streams Seriously how did he get this popular out of nowhere,negative
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31, Ash Dont worry renforcements are in 12 am,positive
2020-12-31,Ash great group gt,positive
2020-12-31,Ash Well i mean its still the 31st but happy new years,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,   Ash Yeah just like your suicide joke,negative
2020-12-31, Ash  ,negative
2020-12-31,     SepticEye Ash  Husband I think Welyn and Bo will be permanent members From what I heard something happened to the server and it kinda kicked them both out and make Jack leader again But Ash is leader now and she friends with both of them,negative
2020-12-31,Ash rest well ash you are always online lol happy new year,positive
2020-12-31,Ash So ahead of your time our time,positive
2020-12-31,    SepticEye Ash  Husband Those last two slots seem to switch around a bit It was Bo and Welyn then Tina then Tina and Welyn now back to Welyn and Bo,negative
2020-12-31,   SepticEye Ash  Husband Yp this is good for an anime show,positive
2020-12-31,Ash HAPPY NEW YEARS ASH well see you in a bit in 2021 lol,positive
2020-12-31,Ash take care ash we love u lt3333,positive
2020-12-31,Ash HAPPY NEW YEAR ASH ,positive
2020-12-31,   SepticEye Ash  Husband ALL IN 5,negative
2020-12-31,Ash Rest well ash  Hope you feel better,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,   Ash U really think they dont go through the same thing  ur crazy if you think soevery 20K andy has those kind of viewers like it or not xqcs community is a bit more extreme THATS IT as I said use it to ur benefit dont overthink it,positive
2020-12-31,   Ash What he will do is his business which he failed to do Why doesnt other people like nickmercs or asmon pulling 70k viewers have to deal with this,negative
2020-12-31,   Ash Its a good thing that Im nowhere near the school that youll inevitably end up shooting,positive
2020-12-31,Ash Ash kawai i die  ,negative
2020-12-31,  Ash Yeah the most braindead and toxic community ever as everyone knowsThis guy shouldnt even play with other people as long as he has this community So selfish,negative
2020-12-31,Ash Super Riftquaza,positive
2020-12-31,   SepticEye Ash  Husband ,negative
2020-12-31,Ash Happy new year ash ,positive
2020-12-31,lola ill have to tweet out a master list later on when im home from work but the standout is definitely Ash Shes just so genuinely helpful and kind to all the other content creators and shes funny too ,positive
2020-12-31,Ash Happy New Year Ash See you in 2021,positive
2020-12-31,   SepticEye Ash  Husband This is awesome My favorite group,positive
2020-12-31,Ash Dw stay well ,positive
2020-12-31,Ash Take are Ash hope you feel better soon,positive
2020-12-31,Ash Np need for apologies take care  well be here when youre feeling better,positive
2020-12-31,Ash Happy Nee Year Ash,positive
2020-12-31,   SepticEye Ash  Husband ,negative
2020-12-31,Ash HAPPY NEW YEARS ASHHHHH,positive
2020-12-31,Ash  Just 4 more hours for me,negative
2020-12-31,   SepticEye Ash  Husband Your art style is so pretty,positive
2020-12-31,Ash is an angel and ill fight anyone whos mean to her ,positive
2020-12-31,   SepticEye Ash  Husband WE LOVE TEAM J10 IN THIS HOUSE,positive
2020-12-31,Ash hny new zelander,neutral
2020-12-31,Ash Happy new year to you Ash Question What are your pronouns Ive been getting alot of shit for saying she if that was incorrect I apologize,positive
2020-12-31,Ash You are my first twitch subscription Im so glad I found you through the among usrust videos Love your content and play style Thanks for making the end of a dreadful year a little better ,positive
2020-12-31, aiyappa   Ash yikes imagine being so sensitive about another person being sensitive What a pathetic human being ,negative
2020-12-31,   SepticEye Ash  Husband I love this so much,positive
2020-12-31,Bro i recently started to watch her but i love ash  Ash,positive
2020-12-31,Ash Happy New Year Keep being unapologetically you,positive
2020-12-31,   SepticEye Ash  Husband OH JESUS This is so Good  Happy New Year btw ,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash Happy New Year Ash I hope youre having a fabulous daynight and that youre doing well Youre one of my favorite streamers to watch and your content is absolutely top tier Enjoy the celebrations and cant wait to watch your next stream lt3,positive
2020-12-31,     Ash       Are you confused what the words viewers mean I understand betaTox dont read because its hard for them  but I assume you losers know what viewer means Jesus incel read one book,negative
2020-12-31,   Ash       Is that supposed to impress me Losers in bubbles stick together,negative
2020-12-31,Ash Go rest ,negative
2020-12-31,Ash Happy New Year AshThank you for making my 2020 better  I cant wait to spend more time with you watching ur streams,positive
2020-12-31,     Ash       He wasnt bantering to Tyler he said it to his chat are you small brained or you just another Twitter bot from X,neutral
2020-12-31,   Ash       This is a paper boy hat Incels cant count incels cant add incels never heard of CRISPR incels dont know difference between rent and profit and now incels dont know what hats are Is there a purpose to you people,negative
2020-12-31,Ash Ash is in the future Happy new years to you ,positive
2020-12-31,aiyappa   Ash That could work but I assume he wouldnt want to ask his mods to do more work then they already do though especially since I dont think he pays his mods and his own chat is already full on I do think discouraging that behaviour is the way to go tho its just figuring out how,negative
2020-12-31,    SepticEye Ash  Husband Is it just me or does all strong teams in anime have orange haired people,negative
2020-12-31,Ash Happy new year,positive
2020-12-31,   Ash Maybe encourages isnt the right word thenPerhaps he should be going above and beyond to discourage his chat from doing this stuff  For example asking his mods to keep tabs on the chats of the other streamer in situations like this and ban the people creating the most ruckus,negative
2020-12-31,Ash Happy New Years people in the future,positive
2020-12-31,Ash Happy new year Ash widepeepoHappy,positive
2020-12-31,aiyappa   Ash And is why I disagree with the argument that he encourages that kinda behaviour,negative
2020-12-31,aiyappa   Ash I think majority of the time he just gets mad and lashes out a bit but later realises the mistakes which is why the BM then apology happens so often which obviously is not okay I agree but his apologies often try to discourage his audience from following his BM which is good,negative
2020-12-31,Ash Happy New Year ,positive
2020-12-31,11   SepticEye Ash  Husband I was looking at her old pfp which looked so much like orange hair  Ill fix it on my next draws,negative
2020-12-31,Ash Happy new year Ash ,positive
2020-12-31,Ash Happy new year Ash happy new year guys well still 2020 here Someone get me out of 2020 please,positive
2020-12-31,   SepticEye Ash  Husband Also I need to see sykkuno smile,positive
2020-12-31,   SepticEye Ash  Husband I love that so much its so good and also kinda cuteBUT ash has brown hair,positive
2020-12-31,thank you for making my 2020 better lt3 happy new year   Husband  Ash    ,positive
2020-12-31,   Ash Youre just reinforcing the perception that you are a child considering that you somehow think that youre the authority on what kind of people deserve to live coupled with the fact that you cant see the blatant irony in your reply,negative
2020-12-31,Ash Happy New year Ash and everyone,positive
2020-12-31,Ash Happy New Year Ash I love you channel and your personality Your amazing,positive
2020-12-31,   SepticEye Ash  Husband Id watch the shit out of this anime,negative
2020-12-31,Ash hi ash if you take your time for a sec to read this i just wanted to let you know that we love you youve been such a great friend and teammate in the rust server,positive
2020-12-31,Ash  me stuck in 2020 like ,negative
2020-12-31, Ash Honestly lol,positive
2020-12-31,Ash ,negative
2020-12-31,Ash Happy new year Ash ,positive
2020-12-31,Ash Happy New Year Ash Thank you for being awesome,positive
2020-12-31,Ash Happy new year,positive
2020-12-31,Ash Happy New Year Ash So proud to have found you ,positive
2020-12-31,   SepticEye Ash  Husband Rust shouldnt be wholesome Is should be about murdering eachother,negative
2020-12-31, SepticEye   Ash  Husband This artwork is gorgeous ,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31, SepticEye   Ash  Husband This is so awesome I love it,positive
2020-12-31,Ash Happy new year ash,positive
2020-12-31,Ash happy new year ash,positive
2020-12-31,Ash HAPPY new year ash,positive
2020-12-31,Ash Happy new year ash,positive
2020-12-31,Ash Happy new year,positive
2020-12-31,Ash Happy new year Ash ,positive
2020-12-31,   Ash Maybe he could stop bashing and BMing other streamers so much Sure other streamers do it and they know when to stop for the most part  But this guy steps over the line and over does it so many times and then apologizes for the toxicity later,negative
2020-12-31,Ash Oof that gif Happy new year ashe ,positive
2020-12-31,   SepticEye Ash  Husband Top,negative
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash HAPPY NEW YEAR,positive
2020-12-31,Ash Happy new year,positive
2020-12-31,Ash happy new years ash,positive
2020-12-31, Ash   English not your first language,negative
2020-12-31,   SepticEye Ash  Husband ang galing naman wew,positive
2020-12-31,Ash Hi Ash im obsessed w u after u stream RUST,positive
2020-12-31,Ash Happy New Year Ash Whats in the future,positive
2020-12-31,Ash Happy new year Ash My best wishes for you this 2021,positive
2020-12-31,   SepticEye Ash  Husband This looks awesome ,positive
2020-12-31,   SepticEye Ash  Husband Im seeing a family,negative
2020-12-31,Ash 12hs to go here but happy new year  everything will be better,positive
2020-12-31,aiyappa   Ash What would you expect him to do about it though his average viewer count at the moment is in the 70000s how is he supposed to stop 70000 people from being toxic in other peoples chats,negative
2020-12-31,Ash Ill be im 2021 in 12 hours  Lucky girl Happy New year,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,  Ash Like what will he do  He avgs 120k when playing rust there will always be trolls Like srsly they sent threats they swarm a chat so what just run ads or something LOL its something you literally cant control Just use it to ur benefit,negative
2020-12-31,Ash Happy new year from your neighbour in Singapore Ash,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash Fucking international date line,negative
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash Happy new year ,positive
2020-12-31,Ash Happy new year Ash ,positive
2020-12-31,Ash happy new year to you too ash,positive
2020-12-31,Ash 15 hours n 44 minutes,neutral
2020-12-31,   Ash Go do your homework kid get off the internet you clearly lack general decorum,negative
2020-12-31,Ash Happy new year Ash Love the streams hope you keep streaming for the foreseeable future,positive
2020-12-31,  Ash Ive been saying it for a long time now XQC has the most toxic community on the platform among the top streamers And he does nothing about it Plus hes rude to a lot of people he interacts with on stream,negative
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash Happy New Year ASH,positive
2020-12-31,Ash Wow couldnt even wait for us to hit 2021 huh Australia,positive
2020-12-31,Ash happy new year Ash lt3,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash 13 hours to new year here I live in Brazil Happy new year guyss from Austrlia,positive
2020-12-31,Ash Happy new yearrrrr,positive
2020-12-31,Ash happy new year ash D,positive
2020-12-31,Ash I got about 16 hours left but Happy New Year,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash happy new year ash,positive
2020-12-31,Ash HAPPY NEW YEAR ASH ,positive
2020-12-31,   SepticEye Ash  Husband Aweeee,negative
2020-12-31,Ash Happy new year Ash ,positive
2020-12-31,  Ash Lmaoo,positive
2020-12-31,Ash Happy new year Ashhhh Hope you had a good one ,positive
2020-12-31,Ash Did you get out of jacks house when he got off or did you get stuck,positive
2020-12-31, Ash This is why she know all the stuff in Rust way before anyone else Hahaha jk,positive
2020-12-31,Ash happy new year bb,positive
2020-12-31,Ash Happy New year ,positive
2020-12-31,Ash happy new year ash ,positive
2020-12-31,Ash Happy New Year Ash  3hrs to go before next year here ,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash Happy New Year for u too Ash ,positive
2020-12-31,Ash Happy new year ash,positive
2020-12-31,   SepticEye Ash  Husband Woww I still cant move on no matter how many times i look at thisu r really talented,positive
2020-12-31, Ash I have to wait 16 more hours to escape 2020s clutches ,negative
2020-12-31,Ash HAPPY NEW YEAR ASH ,positive
2020-12-31,Ash Happy new year ashi spend all my December with you n not regretting it cuz i really love it  And i wanna spend more time in the future watching u  ,positive
2020-12-31,Ash Happy new year ash ,positive
2020-12-31,Ash happy new year from New Zealand,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash Just three hours after you well be in 2021 soon Happy New Year everyone,positive
2020-12-31,Ash Happy new year ash,positive
2020-12-31,Ash ,negative
2020-12-31,Ash you too Ash HAPPY NEW YEAR  ,positive
2020-12-31,   Ash For example yesterday xqc personally offended myth all chat moved from xqcs stream to myths and apologized,negative
2020-12-31,Ash Happy new year ash,positive
2020-12-31,Ash HAPPY NEE YEAR ASH ,positive
2020-12-31,Ash hows 2021 Ash,negative
2020-12-31,Ash Happy New New Year Hope its a good one for you ,positive
2020-12-31,Ash Happy new year ash ,positive
2020-12-31,   Ash If u see these 12 yearold children they are probably from among us era or valorant era if u see them u can just spam Pee Pee pain And they will go away,negative
2020-12-31,Ash Happy new year to you too Ash much love ,positive
2020-12-31,   Ash Oh noI swear we are two complete separate groupsWe have the first 12 yearold children who think xqc trash talking is personal and will go to someone stream and crash itAnd we have the chads who will go to the chat of a person who xqc offended and spam xqcL and apologize,negative
2020-12-31,Ash also thank u for making my 2020 a lot better D,positive
2020-12-31,Ash YAY i hope ull have a great year ahead ash u deserve it lt33,positive
2020-12-31,   Husband       Ash           Kaikai love you beri much  to many more wikwik motmot to comeee,positive
2020-12-31,Ash Happy new year wherever you are ,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash Happy new year Ash I am glad i get to know you Looking forward to watch more of your streams ,positive
2020-12-31,Ash Happy New Year,positive
2020-12-31,Ash HAPPY NEW YEAR ASH,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash 5 more hours for me Happy new year ash,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash I wish you a very happy new year to you too Ash D,positive
2020-12-31,Ash happy new year ash  ,positive
2020-12-31,   Ash Its a death threatsensitive or not its nothing to joke about You gotta be 13 yrs old you moron,negative
2020-12-31,Ash Happy new year ash ,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash HAPPY NEW YEAR,positive
2020-12-31,Ash ash happy new year I hope you will thrive more on your blessings and success this 2021,positive
2020-12-31,   Husband       Ash           Loveu kaibabe,positive
2020-12-31, and Ash have the most wholesome friendship EVER ,positive
2020-12-31,Ash its still 2020 here ,negative
2020-12-31,Ash Its ok darling take care of yourself and have a happy new year ,positive
2020-12-31,Ash Happy new year I hope youre gonna have an amazing 2021 ,positive
2020-12-31,Ash You too lovely have a good one,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash Happy new year ash,positive
2020-12-31,Ash Happy New Year Ash  Ill be seeing the new year 16 hours roughly,positive
2020-12-31,Ash Happy New Years ash ,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash Happy new year Ash Happy to know you before 2020 ends and starting to know you more in 2021,positive
2020-12-31,Ash HAPPY NEW YEAR ,positive
2020-12-31,Ash Happy New Year Ashhhh ,positive
2020-12-31,Ash happy new year ash ,positive
2020-12-31,Ash Happy new year,positive
2020-12-31,Ash Happy new year Ash Well be joining you in 2021 in around 11 hours ,positive
2020-12-31,Ash happy new year ash ,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash happy new year ash,positive
2020-12-31,Ash ASH HAPPY NEW YEAR,positive
2020-12-31,Ash Happy New Year,positive
2020-12-31,Ash so hows it feel not being in 2020,positive
2020-12-31,Ash 4 hours till new year still,positive
2020-12-31,Ash Happy new year Hope you have a great one Ash ,positive
2020-12-31,Ash happy new year lucky you already left 2020,positive
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,Ash HAPPY NEW YEAR ASH  ,positive
2020-12-31,Ash Happy newyear,positive
2020-12-31,Ash yayy happy new year to you ,positive
2020-12-31,Ash I still have 3 hours till new years Happy new year Ash cant wait for what this year brings us,positive
2020-12-31,Ash happy new year ash D,positive
2020-12-31,Ash When Ash is already in 2021 and youre just stuck in 2020 like,negative
2020-12-31,Ash Happy New Year Ash ,positive
2020-12-31,   Husband       Ash           lablab kambal,negative
2020-12-31,Ash Happy new year Ash ,positive
2020-12-31,Ash happy new year ,positive
2020-12-31,Ash Happy New Year Ash,positive
2020-12-31,   Husband       Ash           Aawwww soft hours na ba  Labyu kaikai ,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash happy new year ash,positive
2020-12-31,Ash happy new year ash,positive
2020-12-31,Ash Happy new year Ash,positive
2020-12-31,Ash HAPPY NEW YEAR ASH HOPE YOU HAVE A GOOD YEAR AHEAD,positive
2020-12-31,Ash HAPPY NEW YEAR TO YOU ASH ,positive
2020-12-31,Ash Happy new year ashyyyy,positive
2020-12-31,Ash Happy new year ash,positive
2020-12-31,Ash HAPPY NEW YEAR ASH,positive
2020-12-31,Happy New Year everyone  ,positive
2020-12-31,   Husband       Ash           Awwee it was nice meeting you too kaikai Wuv u,positive
2020-12-31,   SepticEye Ash  Husband This is really cool PS of course Rae would be the one with the flamethrower  ,positive
2020-12-31,Ash Get well soon ,positive
2020-12-31,   SepticEye Ash  Husband literally the best group on rust ahh,negative
2020-12-31,Ash You need to rest up we can wait for you to recover,positive
2020-12-31,   SepticEye Ash  Husband This is so beautiful,positive
2020-12-31,Ash Rift,negative
2020-12-31, SepticEye   Ash  Husband Omg yes that is so fuckin cool I love it so much,positive
2020-12-31,   SepticEye Ash  Husband Im proud of the outcome ,positive
2020-12-31,  Ash Is his community actually trying to be the worst on twitch or are they doing it by accident,negative
2020-12-31,SepticEye   Ash  Husband Love your content for years Thank you for the content and super excited to see you play more with your friends ,positive
2020-12-31,  SepticEye Ash  Husband Thank you Love your streams as always,positive
2020-12-31,   Ash Yeah followers never really know when something goes too far,positive
2020-12-31,  Ash Okay thats too far guys come on your just making it worse for xQc this is the exact opposite of what we want for him,negative
2020-12-31,  has apologized for rude remarks he made on OfflineTVs Rust serverOne streamer  Ash  claimed his fans sent her death threats after they clashed on stream,negative
2020-12-31,   SepticEye Ash  Husband yeahh Rae with the badass flamethrower makes her look cool af,negative
2020-12-31,   SepticEye Ash  Husband I need to get better to teach me  Amazing  art work  keep grinding and thanks for motivationstay save everyone Thanks for motivating and making this year a little enjoyable with you content  SepticEye   Husband and others,positive
2020-12-31,Ash Heard you tell Welyn about the messages you received on here No one should have to receive those regardless of whether people think they are joking or not I just started watching your streams a couple weeks ago and have been having a blast Pee pee poo poo uwu,negative
2020-12-31,   SepticEye Ash  Husband i still think about this fanart its so cool,positive
2020-12-31,Ash   Your laugh is so cute,positive
2020-12-31,   SepticEye Ash  Husband This is so good I wish I was an artist ,positive
2020-12-31,Ash Dont be sorry ash take a rest and stay safe ,positive
2020-12-31,   SepticEye Ash  Husband You got ,negative
2020-12-31,Ash   Anime from that sub alert tho,positive
2020-12-31,   SepticEye Ash  Husband corpse lokks so cool,negative
2020-12-31,   SepticEye Ash  Husband Its amazing how fast this tweet got likes,negative
2020-12-31,I kinda low key wanna know more about the OTV Rust server drama but Im tired and just want to watch  and Ash build stuff with a little  chaos at the side,neutral
2020-12-31,     Ash       Not sure what hes trying to do  All you have to takeaway from this entire thread is that there are so many perspectives to watch the server from which is probably why its so popular,positive
2020-12-31,Ash get well soon Ash,positive
2020-12-31,   SepticEye Ash  Husband wow so good,positive
2020-12-31,   SepticEye Ash  Husband BEST TEAM,negative
2020-12-31,   SepticEye Ash  Husband ludwig is a hardcore salesman,negative
2020-12-31,Ash Where did you get that eevee I need it,positive
2020-12-31,Ash YESSSS ,positive
2020-12-31,Ash No worrys Ash Hope you feel better soon ,positive
2020-12-31,Ash Just wanted to say that Ive really enjoyed your streams the last couple days So much fun Wishing you wellness and all sorts of blessings with the new year,positive
2020-12-31,   SepticEye Ash  Husband really nailed lud to a t,negative
2020-12-31,Ash its ok ash big fan and wow your channel and everything blew up with the among us games you are a big creator now you should feel proud your twitch and youtube blew up,positive
2020-12-31, Ash and  were together now Sykkuno said something about a little project hes working on We stan a dedicated man ,positive
2020-12-31,Ash Ash try and take some soothers or butter menthols to gelp your throat,negative
2020-12-31,   SepticEye Ash  Husband J10 Squad,negative
2020-12-31,Ash Youll always be winnin Ash ,positive
2020-12-31,Ash Rest well Ash ,positive
2020-12-31,   SepticEye Ash  Husband J10 friends FeelsStrongMan,positive
2020-12-31,   SepticEye Ash  Husband AHHHH I LOVE IT You just got a new follower D,positive
2020-12-31,Ash i hope you feel better Ash,positive
2020-12-31,Im not really into vtuber world But this model art style attract my eyesNotsoanime and more cartoony If I find the artist I might consider to get one for myself Maybe at least for the gif version If I had the money for it LolVtuber model Ash ,positive
2020-12-31,Ash new emote pls,positive
2020-12-31,Ash Why is this so damn cute,positive
2020-12-31,Ash Yes Rest comes first hope you feel better soon,positive
2020-12-31,   SepticEye Ash  Husband Holy shit this needs to be an anime or something like NOW,negative
2020-12-31,Ash UwU,negative
2020-12-31,Ash Yourre alot cuter than I even imagined,positive
2020-12-31,   SepticEye Ash  Husband ,negative
2020-12-31,   SepticEye Ash  Husband This is beautiful Can I use this as my header,positive
2020-12-31,    Ash       Actual fuckin insecure cock Usually the one with small pp insult others cuz they are jealous,negative
2020-12-31,    Ash       Stfu man stop acting like all the people in the world are BETATOX you are overusing this random term from god knows where you got it from Have you been call that so many times that you are putting your traumatized experience on other people,negative
2020-12-31,     Ash       Actually IQ equivalent to kid He has 60K subs He is going to hire 60K bots to pay him 4 a month You are shameless dude,negative
2020-12-31, Ash Its sooooo freaking Beautiful Art rust sqaud LIT ,positive
2020-12-31,    Ash       Oh my bad,negative
2020-12-31,    Ash       He is trying to compare all those streamers viewer count to xQcs lmao Kind of lame,negative
2020-12-31,   SepticEye Ash  Husband Super cool,positive
2020-12-31,Ash  tamale que le hiciste a tu flaca,negative
2020-12-31,   SepticEye Ash  Husband CAN I SAVE THIS PLS,negative
2020-12-31,143  Viki   SepticEye Ash  Husband This is what my Snapseed editing skills could muster Again I apologize to the original artist for ruining their work  ,negative
2020-12-31,   SepticEye Ash  Husband So cute ,positive
2020-12-31,Ash Rest well love,positive
2020-12-31,Ash Good choice ,positive
2020-12-31,Ash Doubt youll see this but off chance you do honey tea lemon tea green teas all good for the throat Also if you have Halls breezers by you they are great,positive
